 195.283333  27.159722  0.02159      Member  1.40
 194.770833  28.239444  0.02144      Member  1.38
 194.154167  27.585278  0.02605      Member  2.29
 194.066667  27.555556  0.02826      Member   NaN
 187.683333  27.553056  0.02266      Member  3.12
 190.445833  27.564722  0.02590      Member  3.67
 192.041667  26.210278  0.02015      Member  2.68
 195.183333  27.476389  0.02641      Member   NaN
 195.120833  27.459722  0.02313      Member  3.41
 193.995833  27.460000  0.02398      Member  3.11
 194.979167  27.777500  0.02321      Member  4.06
 195.100000  27.823333  0.03142      Member  3.64
 195.108333  27.786667  0.02184      Member  3.62
 195.241667  26.976389  0.02095      Member  3.92
 195.266667  21.065556  0.02355      Member  3.65
 195.500000  27.836389  0.02774      Member  5.02
 194.012500  27.505000  0.02352      Member  2.66
 194.891667  27.747222  0.02449      Member  2.94
 198.954167  31.313056  0.02497      Member  5.68
 195.112500  27.865556  0.02124      Member  1.64
 194.775000  28.252222  0.02303      Member  1.61
 195.129167  27.805833  0.02156      Member  1.89
 195.054167  27.806667  0.03015      Member  2.17
 195.075000  27.828056  0.02732      Member  2.14
 195.037500  27.892500  0.02099      Member  1.99
 194.991667  27.803611  0.02584      Member  2.09
 194.912500  27.804167  0.02439      Member  1.37
 190.220833  32.282222  0.02275      Member  5.29
 195.104167  27.873611  0.02328      Member   NaN
 194.908333  27.717500  0.01653      Member  1.88
 192.766667  27.798056  0.02041      Member  4.06
 193.316667  27.687500  0.02440      Member  3.27
 194.283333  28.390278  0.02197      Member  3.76
 194.508333  27.190556  0.02599      Member  4.58
 195.391667  28.374444  0.02352      Member  2.75
 194.825000  27.754167  0.02233      Member  1.78
 196.241667  27.714722  0.02453      Member  3.76
 194.883333  27.790833  0.02358      Member  2.71
 198.104167  31.388889  0.02497      Member  2.99
 194.037500  27.505000  0.03672  Non-Member   NaN
 195.016667  27.805556  0.01394  Non-Member  0.93
  41.170833  -0.266944  0.00435  Non-Member  0.89
 195.704167  21.998056  0.00089  Non-Member  0.32
 134.012500  31.473056  0.00176  Non-Member  0.18
 138.670833  28.510000  0.02130  Non-Member  2.46
 151.608333  28.871944  0.00438  Non-Member  0.63
 184.066667  32.882500  0.00200  Non-Member  0.31
 184.433333  28.588889  0.00164  Non-Member  0.45
 185.308333  29.489167  0.00342  Non-Member  0.98
 189.387500  20.745000  0.00474  Non-Member  0.63
 190.641667  31.969167  0.00189  Non-Member  0.35
 191.387500  18.300833  0.00507  Non-Member  1.74
 195.587500  28.955000  0.03386  Non-Member  6.20
 203.954167  28.207222  0.04004  Non-Member  3.79
 185.516667  28.243333  0.00150  Non-Member  0.49
 186.345833  27.149444  0.01964  Non-Member  2.44
 186.383333  28.484167  0.00161  Non-Member  0.34
 186.516667  24.300556  0.03865  Non-Member  4.53
 196.591667  27.994722  0.00854  Non-Member  1.28
 193.958333  19.211667  0.00139  Non-Member  0.85
