41.170833	-0.266944	0.00435
134.0125	31.473056	0.001761
138.670833	28.51	0.021298
151.608333	28.871944	0.004376
184.433333	28.588889	0.001644
185.308333	29.489167	0.003416
189.3875	20.745	0.00474
191.3875	18.300833	0.005074
192.766667	27.798056	0.020407
193.316667	27.6875	0.024404
194.283333	28.390278	0.021972
194.508333	27.190556	0.025991
195.391667	28.374444	0.02352
195.5875	28.955	0.033857
196.241667	27.714722	0.024527
203.954167	28.207222	0.040041
185.516667	28.243333	0.001501
186.345833	27.149444	0.019637
186.383333	28.484167	0.001611
186.516667	24.300556	0.03865
187.683333	27.553056	0.022662
190.445833	27.564722	0.025898
192.041667	26.210278	0.020154
193.958333	19.211667	0.001388
193.995833	27.46	0.023977
194.891667	27.747222	0.024494
194.979167	27.7775	0.023213
195.104167	27.822778	0.031422
195.108333	27.786667	0.021842
195.104167	27.873611	0.023283
195.1125	27.865556	0.021238
195.120833	27.459722	0.023133
195.241667	26.976389	0.020948
195.266667	21.065556	0.023553
195.5	27.836389	0.027736
195.704167	21.998056	0.000891
196.591667	27.994722	0.008539
198.104167	31.388889	0.024971
198.954167	31.313056	0.024967
194.0125	27.505	0.023516
194.0375	27.505	0.036715
194.066667	27.555556	0.028263
194.154167	27.585278	0.026051
194.770833	28.239444	0.021442
194.775	28.252222	0.023029
194.825	27.754167	0.022332
194.883333	27.790833	0.023576
194.908333	27.7175	0.016528
194.9125	27.804167	0.024387
194.991667	27.803611	0.025845
195.016667	27.805556	0.013943
195.0375	27.8925	0.020991
195.075	27.828056	0.027322
195.054167	27.806667	0.030148
195.129167	27.805833	0.021562
195.183333	27.476389	0.026415
195.283333	27.159722	0.021592
