#Table1
RA DEC zGAL mag_r mag_g mag_z R50_r
208.26649 34.846656 0 18.46377 19.02158 17.91961 0.8839339
192.35275 36.013607 0 17.53061 18.17258 17.02534 2.586936
190.81857 36.145727 0 19.22346 19.3185 18.97553 0.6156179
189.49548 15.208569 0 17.5514 18.44358 16.73396 1.992245
186.54211 14.929201 0 16.70798 17.33521 16.06827 11.32106
186.52932 14.840026 0 17.68736 18.00989 17.48961 2.292081
186.51157 14.880357 0 14.30567 14.92197 13.68423 6.522765
184.52803 14.485629 0 16.23134 17.1562 15.49273 2.014251
208.40536 34.29169 0 18.36508 18.65995 18.12666 0.6603411
209.03527 14.101828 0 15.72246 16.95473 14.8705 0.8134578
207.5737 13.561455 0 17.4111 18.24093 16.7003 2.013814
184.55925 14.656587 0 15.55329 16.36992 14.85759 2.919893
184.54236 14.695853 0 16.03325 16.70426 15.57356 9.110082
190.57996 14.213181 0 19.40317 19.44563 19.77585 0.6729938
207.85573 40.213272 0.008234732 14.39502 14.9949 13.96948 7.976065
209.50485 39.027282 0.03707501 15.77886 16.30567 15.29385 1.748398
196.22122 42.373836 0 17.83565 18.28979 17.63211 0.730282
202.12311 17.09773 0 19.46651 21.58006 18.01919 1.408961
182.65799 17.870184 0.02302135 14.61123 15.12769 14.1259 3.308549
188.98963 17.008246 0 18.33269 19.99458 17.5575 1.49618
181.70001 16.933006 0 18.72332 20.40389 17.67053 1.837294
202.13648 17.281384 0 19.27058 21.21813 18.08441 1.08367
192.74352 17.129289 0 17.02974 17.89369 16.4157 2.752503
203.3669 15.984711 0 17.11687 18.22175 16.31322 2.76752
207.77146 16.785937 -0.00652353 20.56511 22.0982 19.7066 1.222808
192.77475 20.845671 0 18.56363 20.04056 18.13588 2.043828
183.27497 20.434645 0 19.36779 19.38607 19.555 0.5617293
182.07248 20.441437 0 17.72914 19.05194 17.02422 2.031657
198.90166 19.633002 0 17.63252 18.98958 16.77884 1.987211
198.87345 19.468917 0 17.49211 18.77526 16.82104 2.093712
189.62472 19.989267 0.04855449 16.43484 16.44643 16.14984 1.237402
183.30084 20.136403 0 18.98977 20.64908 17.04775 0.5296348
183.27995 20.107489 0 16.36523 16.91645 16.10559 0.539825
196.51158 19.373692 0 17.7173 19.09754 16.57311 0.4994274
193.06154 19.577895 0 18.87555 18.99038 18.9128 0.5208805
189.95875 19.649227 0 17.73368 19.11016 17.0034 1.874856
182.65769 19.647183 0 17.38892 18.58064 16.56485 1.51977
180.27838 19.722428 0 15.59656 15.50153 15.78208 0.4846547
183.01017 19.16602 0 17.41085 17.93432 17.18872 0.5171912
206.48429 19.390826 0 19.1267 19.13971 19.30844 0.5578045
200.34298 19.56272 0 17.59521 18.9172 16.69417 1.775624
207.26475 18.49043 0 17.95011 19.31837 17.01673 1.912923
200.31278 19.233197 0 17.59476 18.85433 16.74229 1.992205
197.29027 19.470116 0 18.55927 20.2326 18.00217 2.290496
197.26142 19.486518 0 17.8451 18.99978 16.74932 2.386012
195.40129 19.543244 -0.0005539057 15.33726 16.18081 14.81428 0.5642807
205.80238 18.281223 0 16.1527 16.20458 16.28228 0.5203531
183.8275 20.640757 0.002773553 16.7099 16.39792 17.51606 1.032336
183.21353 20.314359 0 17.29018 17.85216 16.96146 0.5215796
193.53294 19.660387 0 17.47355 18.67917 16.69249 2.093546
194.66137 25.157486 0 16.32283 17.24061 15.60823 2.930405
191.90425 25.421905 0 17.44038 18.10354 16.9145 2.57489
189.78924 25.040806 0 18.3394 20.01491 17.44628 1.833694
206.44272 23.084992 0 17.61324 18.30082 17.06864 2.137186
194.05776 24.439138 0 15.66296 15.9056 15.58229 0.5374999
180.45047 24.576311 0 17.71861 19.18409 16.77301 2.231101
180.66559 24.178814 0 16.88151 17.87806 16.14835 1.943459
197.18771 21.774381 0 18.74327 20.42589 17.57517 1.703655
197.1991 21.790908 0 17.70826 18.87515 16.86755 2.255647
189.52927 22.313653 0 16.3328 16.79304 16.0057 7.523559
196.61249 24.347665 0 18.19768 19.80008 17.37056 1.430637
186.34397 27.696463 0 16.99613 18.08098 16.22895 2.646441
190.12955 27.066204 0 16.26343 16.55151 16.11906 0.6838484
189.42152 27.129563 0.01549253 15.00998 15.40154 14.73174 4.339236
186.54689 27.131498 0 17.42509 18.72099 16.58838 2.276303
191.73088 26.564287 0.002742874 14.34834 14.87832 13.94085 5.726617
186.61768 26.78973 0 16.21622 16.49939 16.12968 0.7233812
182.34485 29.932791 0.001898759 17.95798 18.16721 22.82679 1.75047
180.4867 29.90627 0 16.59606 17.78245 15.79047 2.847996
180.73508 30.810285 0 18.62763 18.80693 18.53748 0.5398025
193.65852 18.020501 0 17.80193 19.03746 17.0162 2.004262
195.78555 17.386245 0 17.55676 18.51614 16.78827 1.906164
191.93424 17.481511 0 17.79095 18.56164 17.07944 1.784752
188.14161 17.551699 0.04196135 21.15309 22.99462 19.77555 1.478481
195.72179 16.888728 0 18.98119 21.00146 18.11602 1.524096
194.98537 17.038612 0 20.39051 21.22014 19.41554 0.7283763
197.96965 17.496628 0 18.81909 20.57727 17.80726 1.647907
206.26176 16.737838 0 18.59146 21.05951 17.56884 3.394916
205.8361 15.906528 0 18.0913 19.45333 17.23638 1.731394
205.68553 18.504487 0 16.43368 16.70144 16.33796 0.5461389
201.77266 18.902997 0 18.78997 20.97577 17.83469 2.103498
198.6776 30.056271 0.04980778 17.22147 17.66223 16.8776 3.921033
198.37462 30.079876 0.04940985 17.34059 17.73796 16.85884 2.50764
198.37462 30.079876 0.04939249 17.34059 17.73796 16.85884 2.50764
195.59509 29.14957 0.0494033 17.65571 17.99564 17.26073 2.385357
202.36742 27.879407 0.04918805 17.2579 18.01907 16.64496 1.730265
196.67886 28.489101 0.0497017 17.41317 18.20263 16.80018 1.263977
196.67886 28.489101 0.04969385 17.41317 18.20263 16.80018 1.263977
208.32161 31.213862 0.04990611 17.27281 17.8585 16.93855 3.161944
183.82515 33.420954 0.04927174 16.32813 17.06985 15.68658 2.628602
180.70415 33.272842 0.04965893 17.26312 18.05978 16.71816 1.866569
180.17832 33.298061 0.04959536 16.53537 17.30531 15.88782 1.763727
190.22723 32.813637 0.04884141 17.63272 18.31994 16.9614 1.485907
202.51252 30.908338 0.0495848 16.79702 17.22137 16.33013 2.012275
200.70428 31.198708 0.04894392 16.59006 17.28914 15.94043 3.498799
186.92026 32.206802 0.04891462 17.76516 18.18208 17.40574 1.629087
182.18 32.170272 0.04915016 14.92938 15.489 14.28042 5.424104
184.56161 31.787431 0.04976543 17.26707 18.09636 16.52823 1.710245
200.88219 30.422781 0.04927273 17.01675 17.35886 16.85631 3.631178
184.46275 31.439378 0.04879005 17.13948 17.66497 16.70066 3.385885
181.12702 33.543068 0.04972257 16.32796 16.91874 15.81866 4.655741
197.34662 32.696373 0.04926485 15.61393 16.49492 14.85924 2.296113
201.60531 31.666881 0.0498316 16.30356 16.96297 15.68931 3.410525
201.58668 31.699968 0.04996895 14.87376 15.55422 14.25709 4.074273
197.66869 32.22826 0.04890565 15.85583 16.38918 15.49216 3.757777
197.2103 32.16494 0.04997893 15.025 15.83444 14.251 4.884698
182.35038 32.734065 0.04957592 17.74537 18.44535 17.05895 1.622829
182.35265 32.733901 0.04893855 15.55192 16.04447 15.02862 1.693474
181.4874 32.699024 0.04946746 16.40723 17.24411 15.74369 1.957707
199.90551 31.451438 0.04965131 16.23058 16.64915 15.78459 5.183381
199.52321 31.568969 0.0499364 16.59855 17.3066 15.8962 3.781479
182.59676 32.34351 0.0490951 15.75606 16.52943 15.12221 3.334088
182.53539 32.34168 0.04909937 17.5989 17.95272 17.17512 1.693619
181.50713 32.304394 0.04938749 16.41645 17.24288 15.74727 2.11625
189.94426 31.784485 0.04935095 16.70281 17.52363 16.02755 1.660074
189.37272 31.908189 0.04915324 17.369 17.88512 16.85579 2.156153
189.37272 31.908189 0.04917342 17.369 17.88512 16.85579 2.156153
186.38769 31.910638 0.04878817 17.44556 17.92823 17.15444 2.783465
181.95692 31.961035 0.04940804 16.07757 16.94961 15.23956 3.903331
199.34291 30.668668 0.04906023 16.64497 17.17803 16.23318 3.175181
207.96066 31.103174 0.04993592 17.10434 17.50977 16.84107 2.946531
207.4077 30.768184 0.04989592 15.33059 16.15655 14.62341 3.462606
208.22885 33.622609 0.04871728 17.22316 17.65457 16.90101 2.29019
207.91962 33.710748 0.04997788 16.0397 16.52335 15.7715 5.022977
209.60276 32.939219 0.04916949 16.76204 17.09461 16.4095 4.063577
209.09107 33.068868 0.0489723 15.83858 16.23875 15.42422 3.046968
208.73786 33.153814 0.04926403 16.11976 17.01198 15.51473 2.820668
207.93418 33.381394 0.04922745 16.87346 17.36926 16.53748 5.051772
208.56007 32.743504 0.0497877 22.18397 21.99706 22.52609 0.6159843
208.55908 32.742398 0.04963293 16.27028 16.65432 16.2338 5.587965
195.47528 34.758655 0.048818 15.88918 16.69353 15.24206 2.887614
195.686 33.88593 0.0490833 15.50336 16.28629 14.82623 2.840637
181.3401 34.193768 0.04996645 17.65202 18.43646 16.78945 2.316053
207.95502 31.69771 0.04969176 17.1623 17.57729 16.5816 4.200673
209.94561 32.713298 0.04919668 17.56952 18.0154 17.00438 2.824775
209.92394 32.673802 0.04975419 15.89738 16.28512 15.59266 4.828893
209.91479 32.711001 0.04916458 22.01624 21.96621 22.3203 0.766842
209.91714 32.708428 0.0487946 15.3001 15.93782 14.72738 3.086306
209.88791 32.681388 0.04943109 16.59233 17.1805 16.28194 4.282484
209.73921 32.851108 0.04944343 16.62088 17.0659 16.08348 2.582667
209.67352 32.710533 0.0495274 16.39327 17.36131 15.53793 4.596193
209.65532 32.695827 0.0489969 16.78016 17.09763 16.40558 4.747512
209.3323 32.817037 0.04980674 17.66421 18.23645 17.07482 2.775652
209.27545 32.887766 0.04963584 16.3945 17.19941 15.74138 2.461256
209.37841 32.78869 0.04867208 17.56202 18.15204 17.17056 2.11286
208.62086 32.903924 0.04971155 17.64095 17.81485 17.27496 4.355206
208.36593 33.010927 0.04907094 17.66255 18.41644 17.14089 1.67848
209.46626 32.482366 0.04894134 17.00946 17.83222 16.33714 1.929859
208.32713 32.120597 0.04965004 16.17156 16.66974 15.68814 2.562234
190.86849 36.027976 0.04910874 16.37378 17.13487 15.77577 1.641075
185.56951 36.179344 0.04960393 17.20654 17.62571 16.6846 2.795976
207.98293 33.46715 0.04988323 17.55807 18.32369 16.89443 1.484227
208.01424 33.614787 0.04877726 15.63546 16.3694 14.97192 4.636868
207.89472 33.620123 0.04979432 17.48327 18.19661 16.89613 2.029611
195.36412 35.324557 0.0489406 15.90546 16.70123 15.255 1.705857
196.98411 33.51322 0.04959161 16.53147 17.33004 15.86989 1.386935
181.37746 34.02537 0.04991404 17.70047 18.04423 17.31207 3.762476
209.80117 34.293279 0.04945981 15.18815 19.80915 14.66421 6.097307
209.7272 33.869725 0.04892298 15.57318 16.40264 14.90842 2.260742
208.89634 34.01351 0.04972896 17.72927 18.24676 17.3163 3.66069
189.88662 38.04543 0.04964196 17.71969 18.26075 17.21784 1.353347
186.39406 36.937242 0.04992188 16.97529 17.63098 16.4456 1.774939
193.26987 36.305231 0.0492786 17.78101 18.13487 17.68784 2.863451
185.61117 36.612066 0.04973964 15.22136 15.8071 14.83196 7.700068
199.50174 37.64641 0.04985484 15.82907 16.38772 15.27555 3.549799
188.21146 38.311433 0.04972531 16.72291 17.34677 16.27587 3.52062
185.03395 37.683747 0.04993306 16.90421 17.70597 16.32607 1.331358
186.87403 36.698143 0.0499946 15.42167 15.89363 14.91369 2.587368
183.54068 41.127037 0.04945593 15.15766 16.01571 14.4429 2.384392
184.50819 40.382839 0.04890443 15.53705 16.37425 14.81078 3.884787
184.466 40.410453 0.04908528 17.5109 17.75524 17.43048 3.36455
183.26314 38.981044 0.04976135 17.78547 18.26235 17.82814 3.548958
182.83185 38.391908 0.04989843 17.90417 17.88984 17.52374 1.841848
208.08631 38.813827 0.0494927 17.10547 17.22367 17.05322 2.050247
198.894 39.512778 0.04983326 17.05259 17.4093 16.86426 3.18341
198.28229 38.728098 0.04923849 16.71257 17.09612 16.24712 3.440197
196.46572 38.837378 0.0491354 14.7211 15.47494 14.10019 3.060744
196.36268 38.995697 0.04951932 16.86666 17.39285 16.42671 2.294209
198.19195 38.396854 0.04888056 17.60588 17.80569 17.4777 2.468164
183.24406 14.414864 0.04927815 16.71083 17.17292 16.23138 2.078666
201.30912 13.567307 0.04979455 15.08031 15.94912 14.37912 3.072461
209.52408 33.663503 0.04894538 15.22984 15.7848 14.77372 5.910461
209.27017 33.677761 0.04890255 18.99231 19.29712 18.51508 0.9131349
203.0453 15.225628 0.04966193 16.69999 17.3941 15.95015 2.146654
202.29162 14.444646 0.04958395 16.01367 16.69089 15.37101 4.149087
202.21829 14.560349 0.04972939 15.80065 16.60645 15.15883 2.055869
199.57367 13.416702 0.04983704 16.50235 17.17092 15.90853 3.050372
203.23192 40.257109 0.04891614 15.9301 16.4456 15.44738 3.60249
203.66048 39.888811 0.04903078 17.72417 18.19567 17.31919 2.547892
202.9472 39.876845 0.0488643 16.09552 16.46032 15.73932 4.03203
207.64436 38.751691 0.04911295 15.96698 16.54205 15.4516 3.872851
199.07631 39.639023 0.04994947 17.2038 17.94134 16.57237 2.105498
183.24765 40.133613 0.04935173 16.6856 17.12665 16.19997 2.858896
183.13026 40.016329 0.04913768 16.80205 17.09591 16.56783 4.252997
209.61007 32.869185 0.02626282 17.79264 18.20662 17.32415 2.023287
206.51253 33.837996 0.02609972 16.3026 16.97938 15.72089 2.36679
195.41276 35.273142 0.02490969 17.53716 17.94727 17.04222 3.11411
204.07615 33.720634 0.02497462 16.30992 17.03009 15.76545 2.319198
203.91794 33.877849 0.02481808 17.67445 18.04057 18.21276 5.657511
203.89979 33.479578 0.02490842 14.79888 15.53742 14.11907 10.01778
207.6659 32.347984 0.02499337 14.8725 15.4763 14.18311 4.860585
201.74944 32.706333 0.02423691 15.61931 16.34345 15.04363 3.688234
207.65667 32.327674 0.02502281 17.15052 17.62865 16.6469 3.174445
203.92027 32.91603 0.0241858 15.43708 16.07733 14.82536 4.865036
200.59277 33.392428 0.02538477 17.43326 17.8412 17.00402 2.024696
206.92695 31.990164 0.02479878 17.33344 17.68445 17.02057 1.885437
206.90005 32.001111 0.02494812 17.5243 18.20591 16.92738 2.237963
204.70856 32.37017 0.02545874 16.38281 16.77214 16.04807 4.728643
201.67313 32.924277 0.02467856 16.86217 17.44803 16.19616 4.038713
201.42595 33.139364 0.02519573 16.24685 16.67667 16.12764 7.38026
200.25818 33.064231 0.02484126 16.93821 17.2468 16.78346 5.242158
202.66815 32.960499 0.02445062 14.99223 15.55896 14.52288 7.103886
203.48245 36.888306 0.0250629 15.75661 16.17586 15.48344 6.27377
203.18377 32.932911 0.02447443 17.02139 17.49245 16.74718 4.165346
203.22061 32.971892 0.02546885 15.89687 16.34153 15.52172 5.092147
203.79741 32.809162 0.02482195 17.53927 17.88304 17.33245 3.26739
205.32497 32.527178 0.02491623 16.21507 16.62802 15.77582 4.485492
207.98748 35.060842 0.02488593 17.35679 17.68289 17.09691 3.246112
199.4077 33.85436 0.02407527 17.06148 17.41862 16.99894 4.602271
207.92654 35.047063 0.0245161 17.47254 17.68006 17.19603 2.086432
207.36714 35.20816 0.02562463 16.80352 17.17903 16.68404 6.426912
207.10442 35.231554 0.02502046 16.58525 16.93469 16.12733 6.477821
181.2593 38.245425 0.02379798 15.30806 15.96757 14.74522 3.980618
202.86843 36.275783 0.02612342 17.17519 17.42625 16.76114 2.907976
202.86271 36.217174 0.02634256 16.48473 16.85598 16.13272 3.789098
203.63092 35.242444 0.02575843 14.90183 15.41303 14.47927 7.331105
203.08494 35.330516 0.02388278 17.6394 18.04202 16.89392 5.421768
202.66095 35.339102 0.02420847 15.77482 16.30102 15.59351 7.273762
202.62746 35.478235 0.02616484 16.79803 17.35538 16.21252 2.915821
195.41591 36.290188 0.02513844 24.80193 25.11428 16.46014 3.924174
204.47525 34.654179 0.0247235 16.66115 17.21745 16.14983 1.807743
203.47698 34.962614 0.0256289 15.50153 16.24826 14.9082 3.931743
200.76204 40.12652 0.02382233 17.50726 17.81481 17.32515 3.333825
192.49832 40.84476 0.02633037 17.16645 17.39571 17.16043 2.52019
191.74107 40.54091 0.0244703 14.92442 15.71169 14.22965 2.928126
208.55122 32.855846 0.0255834 20.14272 20.82733 20.38292 0.9301791
208.53688 32.909623 0.02556579 16.43041 16.85692 16.42228 5.832117
193.78844 39.203237 0.02436558 14.35135 15.78526 13.94453 11.1224
194.358 38.638945 0.02435882 17.55397 18.01909 17.19193 2.675228
207.38015 14.180483 0.0242476 17.10748 17.37972 16.71803 1.279814
183.00155 15.403524 0.02459365 16.29188 16.30433 14.8885 16.26532
182.9973 15.401342 0.02365636 13.5655 14.58326 12.66403 9.583847
204.57409 14.092384 0.02390325 17.53073 17.98023 17.17945 2.858658
202.96387 14.137488 0.02527378 14.61875 15.16927 14.25863 5.803859
203.88015 34.15213 0.02436148 15.37355 15.9887 14.82548 2.806128
202.94956 14.132047 0.02446127 14.83077 15.60645 14.2203 3.404005
205.77767 33.686684 0.02567927 17.648 18.02522 17.35013 3.797678
202.22424 34.742459 0.02433171 16.13464 16.78267 15.63452 4.012123
200.93016 14.425036 0.02364785 16.44224 17.09648 15.88691 4.009571
203.6252 13.804144 0.02422163 15.01448 15.66082 14.42342 9.729653
205.35374 13.856 0.0239013 15.81151 16.3146 15.53689 8.018434
198.4608 13.768173 0.02546142 16.12084 16.78437 15.48114 2.625899
198.58373 13.508638 0.02600193 16.95774 17.0753 17.17469 3.195387
202.38585 40.144684 0.02401581 17.06012 17.40503 16.68847 3.24494
203.69557 34.579254 0.02381514 17.63685 18.38177 17.06028 1.279291
203.71426 34.472827 0.02495551 16.96368 17.62675 16.35364 1.942653
203.77152 34.475075 0.02507504 15.67791 16.09915 15.43462 4.930014
196.46606 41.133079 0.02382352 16.25311 16.67595 15.96589 5.736918
198.63522 30.705786 0.0249141 13.37266 14.03809 12.82194 10.37737
194.34649 33.455988 0.02363915 16.05769 16.48157 15.80454 6.868708
195.00804 33.43614 0.02440695 16.29629 16.14419 16.78013 3.303312
208.5834 32.931506 0.02589787 24.80192 25.11428 24.9997 3.924221
208.58314 32.929931 0.02608349 13.41028 14.26754 12.84692 7.70564
206.64649 34.146251 0.02622176 17.50885 17.95239 17.37515 2.91646
204.22119 34.612392 0.02487364 17.5005 17.82547 17.25831 2.406763
203.80559 34.677436 0.02639182 13.02368 13.90335 12.27336 9.160526
203.60437 34.638642 0.02586123 15.92469 16.71231 15.41313 2.176668
203.50543 34.734794 0.02413185 15.35071 16.10308 14.67158 4.371054
199.8292 31.051832 0.02506151 16.21705 16.70733 16.00996 7.23053
203.08929 34.719096 0.02526259 17.64424 18.11714 17.18361 1.639592
201.01971 30.956519 0.02457693 16.91293 17.35569 16.64613 2.786617
201.17049 31.026494 0.0238557 15.19939 15.93003 14.56934 6.578111
202.69934 34.812098 0.02479136 17.29963 18.05758 16.74481 2.377588
202.67816 34.830655 0.02369673 13.4037 14.21622 12.78436 7.046483
202.57464 34.900319 0.02494644 16.07516 16.84342 15.46268 4.254139
195.01048 33.43649 0.0239731 20.8869 21.08238 21.13324 0.5519421
205.71415 34.0488 0.02451298 17.81084 18.19797 17.89701 3.899191
180.71579 32.401661 0.02561313 15.58775 16.37661 14.9149 1.801426
203.87937 34.232125 0.02406186 17.55395 17.9306 17.14946 2.777892
203.78179 34.295537 0.02452606 15.45878 16.25919 14.80649 2.441627
203.71585 34.201506 0.02433802 17.62363 17.8218 17.79905 6.481076
203.38933 34.399988 0.02438716 17.19923 17.60717 17.31134 5.456207
203.38497 34.420333 0.02586336 17.38356 17.71166 17.36327 3.977121
198.96718 31.652355 0.02587801 16.89325 17.22779 16.65181 4.613171
202.76703 34.435719 0.02456991 16.54008 17.0731 16.19009 6.990998
200.33195 31.552466 0.02389563 14.52273 14.96988 14.22515 7.424077
200.33577 31.551886 0.02392904 21.24315 21.41705 21.48154 0.7530804
198.67004 35.036377 0.0237434 16.66431 16.80497 16.49078 3.308947
202.07016 31.213506 0.02375719 17.50485 17.82735 17.24063 2.370833
195.01171 33.437944 0.02373246 20.9698 21.26064 20.30637 0.6703196
205.38481 33.695652 0.02475335 16.16515 16.63664 15.77545 3.038186
195.44083 33.43284 0.02410527 16.76652 17.35317 17.40479 7.973517
195.56812 33.316925 0.025785 17.69443 17.95289 17.76083 3.62983
203.84238 33.797803 0.02529664 16.85906 17.43623 16.56822 3.81224
203.76605 33.793975 0.02411645 15.92864 16.67042 15.38591 2.758224
180.18748 35.253645 0.02400536 14.97478 15.69576 14.31405 6.702528
204.3939 33.278378 0.02451806 17.06646 17.35939 16.97958 4.871249
204.27505 33.327341 0.02367933 17.11922 17.66104 16.69766 2.456439
204.17563 33.297329 0.02568111 21.41197 21.57812 21.54761 0.658138
204.17453 33.295765 0.02545512 16.17617 16.64995 16.00511 6.137033
200.31359 31.930461 0.02411717 16.0323 16.60983 15.51802 4.953718
204.08183 33.423442 0.0249303 14.31273 15.14393 13.57496 4.712265
204.03676 33.442173 0.02453014 16.76997 17.44769 16.39451 3.493096
203.98548 33.425088 0.0239848 21.15682 21.5055 21.23703 0.6770347
203.99118 33.430018 0.02499636 13.16729 13.98734 12.49574 8.979977
203.99321 33.473908 0.02414182 13.49543 14.34515 12.87366 5.99797
201.64944 32.760887 0.02451518 16.1015 16.53679 15.93057 6.838706
187.44251 14.24932 0.04562725 16.92886 17.33687 16.62203 3.602849
181.85508 25.737711 0.04631791 17.64568 17.92727 17.32779 1.148867
181.75442 25.719159 0.04639009 21.12716 21.0019 20.87704 0.6456835
