SMDG0914401+283036	0.44561775324421404	7343.105248
SMDG1240530+321656	0.38651745642937996	8190.917023999999
SMDG1245276+181803	0.1848756986855122	6292.933872
SMDG1251013+274753	0.3534806439948154	7748.12424
SMDG1253151+274115	0.3364620701766296	4954.962176
SMDG1257017+282325	0.35757522746779313	7067.896192
SMDG1258011+271126	0.43005885644698194	6694.954944
SMDG1301304+282228	0.5478886309068822	6903.909968
SMDG1302165+285718	1.7110429119612969	7049.908672
SMDG1304535+274253	0.3950111958384586	6548.056864
SMDG1335454+281226	0.4833724884736112	9420.064224
1300243+275156	0.36086718165296217	6959.071696
1300263+272735	1.8089048681938311	7188.112784
SMDG1225185+270858	4.816243424307279	6042.007968
SMDG1226040+241802	0.3841876411300668	6464.115104
SMDG1230359+273311	0.9518294488505686	6935.088336
SMDG1241425+273353	0.29424695296152875	6366.982496
SMDG1248019+261237	2.731789429948801	7316.123968
SMDG1255554+272736	2.175629272291368	7352.998384
SMDG1259304+274450	1.199360774219432	6587.029823999999
SMDG1259487+274639	1.737773914194992	7791.893872
SMDG1300204+274924	0.9845460205472153	7051.10784
SMDG1300206+274712	2.854749568030075	10150.057744
SMDG1300580+265835	11.095306917689767	6793.886304000001
SMDG1301004+210356	10.256735610207595	6819.968207999999
SMDG1301582+275011	4.007259866352533	1521.144608
SMDG1312223+312320	3.0148742883027633	6117.8553440000005
SMDG1315427+311847	1.5972187214300884	7809.881392
1255567+273018	8.271134309952606	7486.106032
1256352+273507	24.335534646945348	11586.960799999999
1259042+281508	1.0575377641381571	8315.030912
1259153+274515	12.369606295417094	7061.000976
1259239+274727	1.652111714726238	6280.042816
1259299+274303	23.7527982535739	12003.971472
1259562+274813	0.4453276077782955	9038.129216000001
1300054+275333	11.48035682459968	5887.015504000001
1300117+274941	7.861318247325869	7764.013216
1300121+274824	9.111321544701495	7484.906864
1300283+274821	80.30686853645946	6384.970016
