19.71	     	     	    
22.61	     	     	    
20.05	 2.26	 1.85	22.9
     	 2.10	 2.09	24.6
22.72	 1.19	 0.64	26.2
     	 1.07	 0.72	24.2
21.47	 1.10	 1.24	24.0
22.12	 1.54	 1.44	24.4
21.57	     	     	    
22.90	 0.95	 1.04	25.4
20.58	 2.50	 1.55	23.9
21.61	 0.77	 0.51	24.5
22.22	 1.45	 0.66	25.5
     	     	     	    
     	 1.98	 1.84	24.1
     	 1.75	 0.57	24.7
     	 1.29	 0.87	23.4
     	 2.50	 0.80	23.4
     	 1.82	 0.88	25.2
     	 1.11	 0.61	25.7
     	 1.51	 1.05	24.1
     	 1.77	 0.94	23.8
     	 1.35	 1.33	24.8
     	 2.16	 0.70	23.9
     	 1.09	 0.91	23.9
     	 1.35	 0.69	25.4
     	 1.41	 0.76	23.4
     	 3.00	 2.02	22.8
     	 1.29	 0.86	24.5
     	 0.91	 0.67	25.3
     	 2.78	 2.30	22.4
     	     	     	    
     	 1.59	 1.02	24.2
     	 2.28	 1.02	23.9
     	 1.70	 1.01	25.3
     	 0.90	 1.15	25.1
     	 1.46	 0.93	24.3
     	     	     	    
     	 1.17	 0.78	25.2
     	 1.47	 0.85	24.8
     	 1.93	 1.26	25.2
     	 1.47	 0.80	24.3
     	 0.94	 0.60	25.5
     	 1.36	 1.17	24.6
     	 1.50	 0.95	23.3
     	 3.17	 2.16	23.1
     	 0.87	 1.08	25.1
     	 1.19	 1.11	24.5
     	     	     	    
     	 1.64	 0.98	24.5
     	 1.23	 0.72	25.4
     	 1.55	 0.76	24.5
     	     	     	    
     	 1.12	 0.68	25.2
     	 1.20	 1.17	24.8
     	 1.21	 0.87	24.0
     	 1.83	 0.78	24.6
     	 1.86	 1.02	23.3
     	     	     	    
     	 1.21	 0.94	24.3
     	 2.69	 0.73	24.9
     	 1.09	 1.06	23.4
     	 1.90	 0.64	26.0
     	 1.04	 0.71	25.4
     	 1.22	 1.21	24.2
     	 0.97	 0.81	23.7
     	 1.75	 0.89	24.1
     	 0.82	 0.36	25.8
22.24	 2.65	 0.77	26.2
24.55	 1.16	 0.53	26.5
20.90	 1.10	 0.89	23.4
21.83	 1.66	 0.73	25.4
20.07	 1.63	 0.85	23.4
20.60	 1.16	 0.95	23.8
22.06	 0.94	 0.73	24.7
     	 3.21	 0.68	24.7
19.59	 1.82	 1.06	23.2
20.87	 1.92	 1.18	24.1
20.97	 2.23	 1.55	23.8
19.89	 2.01	 0.91	23.7
20.01	 2.42	 0.91	24.3
20.16	 3.29	 0.94	24.2
22.09	 1.36	 1.22	25.2
20.93	 1.65	 1.12	24.1
21.49	 1.96	 1.32	24.5
21.28	 1.07	 0.50	24.6
22.89	 2.26	 1.07	25.8
22.24	 1.48	 0.63	26.2
21.47	     	     	    
21.14	 1.49	 0.78	24.5
23.43	 0.79	 0.76	25.8
22.38	 1.54	 0.84	25.1
21.53	     	     	    
21.01	 0.96	 0.61	23.9
     	 0.93	 0.65	25.5
22.63	 0.83	 0.87	25.1
21.27	 1.21	 0.74	24.1
20.67	 1.72	 1.07	24.1
     	 1.34	 0.95	23.9
20.16	 1.92	 0.91	23.7
     	 2.78	 0.88	23.2
22.45	 0.95	 0.97	25.0
19.64	 1.86	 1.00	23.2
22.24	 0.84	 0.58	25.1
     	 1.64	 0.72	24.9
     	 0.70	 0.55	25.7
21.80	 1.56	 0.96	25.1
     	 1.33	 0.87	24.9
20.59	     	     	    
20.25	 1.59	 0.84	23.9
     	 1.23	 0.81	24.3
     	 1.10	 1.12	24.2
     	 1.63	 1.14	23.0
20.87	 1.35	 0.86	24.4
     	 2.05	 0.59	25.1
     	 1.05	 0.73	25.6
23.14	 0.80	 0.78	25.4
     	 1.13	 0.74	24.7
22.30	 1.28	 0.81	25.4
19.67	 2.32	 0.82	23.5
19.85	 1.72	 1.05	23.3
     	 0.86	 0.61	25.3
20.41	 1.41	 0.94	23.4
     	 2.45	 1.58	24.3
     	 1.90	 1.89	24.5
     	 1.69	 0.88	24.3
23.30	 1.15	 1.21	25.8
     	 3.19	 1.22	23.6
20.64	 1.60	 0.87	23.9
     	 0.88	 0.84	24.9
22.09	 1.17	 0.53	25.2
     	 1.33	 0.74	24.5
22.52	     	     	    
21.48	 1.54	 0.65	24.5
     	     	     	    
22.49	 1.17	 0.63	25.6
20.44	 1.26	 0.97	23.2
22.70	 1.27	 0.49	26.3
20.81	 1.47	 1.15	23.8
22.72	 0.92	 0.52	25.8
     	 0.89	 0.72	25.2
     	     	     	    
     	 0.90	 0.58	24.8
     	 2.74	 0.78	24.6
     	     	     	    
20.33	 3.53	 1.73	23.9
19.94	 2.00	 1.17	23.5
20.56	 1.38	 0.60	23.8
     	 1.51	 0.47	25.7
21.23	     	     	    
     	 1.88	 0.83	25.5
     	 3.11	 0.60	25.1
22.72	 1.02	 0.67	25.6
     	 0.69	 1.05	24.3
     	 1.13	 0.74	26.1
20.57	 3.38	 0.88	24.9
     	     	     	    
19.63	 3.42	 0.93	24.0
19.53	 3.12	 0.94	23.6
19.51	 1.94	 0.91	23.3
     	     	     	    
     	 2.16	 1.04	24.1
     	 1.99	 0.85	25.2
     	     	     	    
     	     	     	    
     	 1.13	 0.63	24.4
21.96	 0.82	 1.12	24.3
     	 2.45	 2.62	24.4
     	 0.94	 0.79	23.7
     	 0.99	 1.37	23.2
     	 1.73	 1.24	23.2
     	 1.01	 0.75	24.6
     	 1.36	 0.95	23.7
     	 1.85	 0.92	23.6
     	 1.61	 0.96	24.3
     	 1.52	 1.00	24.5
     	 1.33	 0.69	25.0
     	 0.94	 0.79	25.3
     	 1.00	 0.74	24.5
     	 1.20	 0.66	24.2
     	     	     	    
     	 0.99	 0.98	24.8
     	 1.89	 0.93	24.4
     	 2.33	 1.33	23.1
     	 0.75	 0.78	25.5
     	 1.35	 0.58	25.7
     	 1.82	 0.98	23.6
     	 1.01	 0.63	25.0
     	 1.56	 0.99	23.6
     	 1.10	 0.73	24.6
     	 1.25	 0.81	24.1
     	 1.71	 0.80	23.6
     	 1.15	 0.84	24.1
     	 1.42	 0.62	24.9
     	 1.13	 0.81	23.6
     	 1.08	 0.67	24.6
     	 2.07	 1.14	23.6
     	     	     	    
     	 1.68	 0.55	26.4
     	 1.00	 0.80	25.4
     	 1.02	 0.67	24.6
     	 2.19	 1.71	24.6
     	 1.14	 0.92	23.8
     	 2.59	 1.77	24.1
     	     	     	    
     	 2.24	 0.51	26.2
     	 1.43	 0.95	24.4
     	 1.71	 1.17	23.7
     	 1.92	 0.55	24.9
     	 1.95	 0.61	25.6
     	 1.38	 0.49	25.5
     	 0.95	 0.90	24.7
     	 0.89	 0.51	26.1
     	 1.22	 0.63	25.1
     	 1.58	 1.16	24.7
     	 2.81	 0.82	23.9
     	 1.62	 0.70	24.9
     	     	     	    
     	 1.45	 0.74	25.0
     	 1.18	 0.52	26.3
     	 0.92	 0.66	25.1
     	 1.65	 0.61	25.9
     	 0.76	 0.49	25.8
     	 2.53	 1.28	23.3
     	 1.03	 0.92	25.5
     	 1.03	 0.47	25.2
     	 0.94	 0.88	25.1
     	 3.96	 1.66	24.4
     	 2.78	 1.55	23.1
     	 1.78	 1.40	24.6
     	 1.99	 0.65	26.6
     	 1.19	 0.73	23.6
     	 0.90	 0.54	26.1
     	 1.17	 1.03	24.2
     	 6.15	 0.66	25.4
     	 1.40	 0.96	24.2
     	 1.96	 0.65	24.9
     	 2.01	 1.23	23.6
     	 0.81	 0.73	24.7
     	 1.11	 0.82	24.1
     	 1.00	 0.68	26.1
     	     	     	    
     	 1.08	 1.02	24.3
22.63	 0.65	 0.39	25.5
21.90	 0.92	 0.81	24.6
22.78	 1.15	 0.51	26.1
     	 0.76	 0.51	26.3
23.00	 0.81	 0.70	25.8
22.34	 0.89	 0.74	24.7
23.36	 0.93	 0.49	26.1
     	 1.33	 1.05	23.4
21.13	 1.22	 1.31	23.7
     	 1.53	 0.89	23.5
     	 1.16	 0.58	25.7
     	 3.31	 0.79	23.9
     	 1.25	 0.88	24.9
     	 2.20	 0.67	24.1
     	 0.89	 0.96	23.8
     	 1.08	 1.14	24.6
     	 1.00	 0.77	24.5
     	 1.93	 0.90	25.5
     	 1.16	 0.61	25.4
     	 0.91	 0.50	24.5
     	 1.54	 0.91	23.5
     	 1.09	 0.63	24.5
     	 1.77	 0.78	24.1
     	 1.56	 0.74	25.3
     	 1.63	 0.66	24.9
     	     	     	    
     	 4.57	 0.77	25.7
     	 1.33	 1.05	25.3
     	     	     	    
     	 2.98	 0.72	26.1
     	 1.27	 0.63	24.2
     	 1.37	 0.84	23.7
     	 1.34	 0.91	24.6
     	 1.24	 0.72	24.6
     	     	     	    
     	 1.24	 1.18	23.7
     	 1.38	 1.38	23.5
     	 0.90	 0.52	25.6
     	 1.31	 0.82	24.1
     	 0.92	 0.94	24.6
     	 2.37	 1.34	24.4
     	 0.71	 0.68	24.6
     	 0.63	 0.70	25.1
     	 1.22	 0.96	23.6
     	 1.65	 1.05	23.9
     	 0.96	 0.78	24.2
     	 0.89	 0.48	26.2
     	 1.35	 0.96	24.7
     	 0.97	 0.54	24.6
     	 1.93	 0.65	25.3
     	 1.83	 1.01	23.9
     	 1.01	 0.99	25.0
     	 1.16	 0.71	23.5
     	 1.80	 0.95	24.0
     	 1.20	 0.76	23.6
     	 1.11	 0.67	24.3
     	     	     	    
     	 1.49	 1.13	23.6
     	 0.97	 0.75	25.6
     	 0.93	 0.67	25.1
     	     	     	    
     	 1.32	 0.88	23.9
     	 1.86	 1.49	23.4
     	 1.20	 0.81	23.8
     	 2.03	 0.77	26.2
     	 1.14	 1.06	24.4
     	     	     	    
     	 1.26	 1.17	25.1
     	     	     	    
     	 1.15	 0.54	24.8
     	 3.00	 1.20	24.4
     	 1.03	 0.62	24.6
     	 1.55	 1.21	23.4
     	 1.68	 1.16	23.1
     	 2.52	 1.05	23.4
     	     	     	    
     	 1.40	 1.30	25.2
     	 1.87	 1.37	24.0
     	 1.65	 0.89	24.9
     	 2.37	 1.06	23.4
     	 2.22	 0.99	23.7
     	 1.88	 1.09	24.2
     	 1.71	 0.80	25.0
     	 2.06	 1.12	24.0
     	 1.52	 0.61	25.1
     	 1.06	 0.93	25.6
     	 1.09	 0.93	24.0
     	 1.25	 1.14	23.4
     	 1.64	 0.73	24.8
     	 0.93	 0.69	25.7
     	 1.31	 1.43	25.4
     	 1.67	 0.81	24.9
     	 1.67	 0.63	24.4
     	 1.97	 0.88	24.5
     	 2.25	 1.73	22.7
     	 2.44	 1.11	23.5
     	 1.61	 0.85	24.9
     	 1.63	 1.56	25.7
     	 2.37	 0.88	24.3
     	 1.13	 0.78	24.4
     	 1.12	 0.54	24.5
21.68	     	     	    
     	 1.05	 1.12	24.8
     	 1.25	 0.85	24.7
     	 1.41	 1.14	23.4
20.99	 3.05	 0.46	25.9
20.40	 1.11	 1.12	23.2
20.41	 2.30	 0.84	24.0
21.90	 1.66	 1.78	24.4
     	 1.50	 1.02	24.5
     	 1.22	 0.88	24.0
21.11	 2.05	 0.82	24.5
     	 1.63	 0.99	24.2
     	 2.80	 0.65	24.6
20.81	 1.92	 0.81	24.4
21.41	 1.80	 0.76	25.1
     	 1.57	 1.00	23.9
     	 2.32	 1.25	23.4
     	 2.57	 0.89	25.6
20.02	 1.66	 1.22	23.1
     	 1.20	 0.99	24.3
     	 1.00	 1.58	23.5
     	 2.48	 0.80	24.8
     	 1.58	 1.04	23.4
     	 1.28	 0.81	23.6
     	 1.06	 0.48	25.1
     	 1.44	 1.07	25.0
     	     	     	    
     	 1.34	 0.93	24.6
     	     	     	    
     	 1.81	 0.86	24.6
     	 1.51	 1.20	23.7
     	 1.93	 0.89	25.4
     	 1.45	 0.76	25.3
     	 0.94	 0.88	24.1
     	     	     	    
     	 1.48	 0.84	24.0
     	 1.31	 0.70	25.1
     	 1.47	 0.65	24.4
     	 1.21	 0.58	25.4
     	 1.43	 1.05	23.4
     	 0.81	 0.67	26.0
     	 2.02	 1.25	23.7
     	 1.09	 0.58	24.0
     	 1.23	 0.71	25.5
     	 1.89	 0.88	25.6
     	 2.23	 1.26	25.8
     	 1.11	 0.70	24.3
     	 1.32	 0.84	24.3
     	 0.87	 0.73	25.2
     	 3.10	 0.97	23.1
     	 1.49	 0.89	23.6
     	 1.62	 1.19	24.1
     	 1.71	 0.83	23.7
     	 1.42	 0.94	23.4
     	 0.88	 0.65	24.9
     	 2.36	 0.68	24.5
     	 1.53	 0.17	27.3
     	 1.06	 0.77	24.5
     	     	     	    
     	 1.26	 0.92	23.8
     	 1.55	 0.92	24.8
     	 1.01	 0.47	26.2
     	 1.15	 0.91	24.1
     	 1.38	 1.26	24.2
     	 1.24	 0.84	23.8
     	 0.96	 0.92	25.1
     	     	     	    
     	 1.05	 0.79	24.6
     	 1.32	 1.09	24.3
     	     	     	    
     	 1.13	 0.52	25.8
     	 1.58	 0.96	24.6
     	 0.74	 0.47	25.9
     	 1.05	 0.54	23.9
     	 0.87	 1.13	24.6
     	 1.04	 1.20	24.2
     	 0.87	 0.60	25.4
     	 2.30	 1.01	23.3
     	 1.09	 0.93	24.6
     	 1.59	 1.00	23.2
     	 1.14	 0.93	24.3
     	 2.53	 0.81	25.2
     	     	     	    
     	     	     	    
     	 1.88	 1.10	23.7

