     1	Seq
     2	RAJ2000
     3	DEJ2000
     4	Rmag
     5	B-R
     6	Comm
     7	fSp
     8	RmagS
     9	FWHM
    10	ReS
    11	SBrmS
    12	SBr0S
    13	SBrS
    14	Size
    15	Rmag1
    16	e_Rmag1
    17	Re1
    18	e_Re1
    19	n1
    20	e_n1
    21	q1
    22	e_q1
    23	PA1
    24	e_PA1
    25	SBr0
    26	Rmag2
    27	e_Rmag2
    28	Re2
    29	e_Re2
    30	n2
    31	e_n2
    32	q2
    33	e_q2
    34	PA2
    35	e_PA2
    36	RmagPSF
    37	e_RmagPSF
    38	Fl
    39	CCat
    40	Simbad
