SMDG1254385+221708 193.6605225 22.2854385 25.9 25.6  0.0 0.4 0.6 0.0  6.8  0.9 0.60 0.06 153   9 21.2 21.2  0.0 0.3 0.3 0.0 
SMDG1254511+292606 193.7127838 29.4350624 24.1 23.6 23.3 0.1 0.1 0.2  5.6  0.1 0.58 0.01 156   1 20.1 19.8 19.4 0.1 0.1 0.1 
SMDG1254555+285848 193.7311249 28.9799881 24.1 23.7 23.3 0.1 0.1 0.1  6.8  0.2 0.79 0.01 115   3 19.3 19.2 18.8 0.1 0.1 0.1 
SMDG1254588+270647 193.7448883 27.1131649 24.6 24.1 23.5 0.1 0.1 0.2  5.9  0.2 0.82 0.03  38   6 20.2 19.7 19.2 0.1 0.1 0.1 
SMDG1255051+293517 193.7711182 29.5880928 25.3 25.2 24.6 0.2 0.2 0.3  8.5  0.5 0.56 0.02  35   3 20.7 19.5 19.6 0.1 0.3 0.3 
SMDG1255062+273727 193.7756958 27.6242218 24.8 24.5 23.9 0.3 0.2 0.3  6.9  0.4 0.69 0.03  89   5 20.6 20.0 19.4 0.2 0.1 0.3 
SMDG1255076+274407 193.7818146 27.7352886 24.9 24.5 24.0 0.1 0.2 0.3  7.7  0.3 0.72 0.03  87   5 19.9 20.2 19.8 0.1 0.1 0.1 
SMDG1255210+265605 193.8375854 26.9346352 25.1 24.6 23.4 0.2 0.2 0.2  6.4  0.3 0.84 0.04  33  11 20.6 20.1 19.8 0.1 0.1 0.1 
SMDG1255299+270940 193.8745575 27.1612034 24.3 23.7 23.4 0.1 0.1 0.2  5.3  0.2 0.54 0.01  81   2 20.6 20.1 19.5 0.1 0.1 0.1 
SMDG1255301+273451 193.8752747 27.5807133 25.4 24.9 24.1 0.4 0.4 0.6  6.3  0.6 0.58 0.05 167   6  0.0 21.1 20.5 0.0 0.1 0.3 
SMDG1255336+213035 193.8901215 21.5096931 24.5 24.1 23.3 0.1 0.1 0.2  6.0  0.2 0.75 0.02  60   4 20.0 19.7 19.0 0.1 0.1 0.3 
SMDG1255379+275255 193.9080353 27.8818359 25.3 24.8 24.6 0.3 0.3 0.7  5.5  0.5 0.62 0.04  77   6 21.6 21.4 21.4 0.1 0.1 0.2 
SMDG1255481+263352 193.9503479 26.5643902 25.6 24.9 24.6 0.3 0.3 0.4 11.3  0.6 0.49 0.02 164   2 20.8 20.3 19.7 0.1 0.1 0.1 
SMDG1255554+272736 193.9808502 27.4599857 24.9 24.3 23.7 0.2 0.2 0.2  6.2  0.3 0.74 0.03  49   5 20.5 20.1 19.4 0.1 0.1 0.1 
SMDG1255591+272554 193.9963989 27.4315414 24.6 24.2 23.7 0.2 0.2 0.3  6.3  0.3 0.44 0.02  46   2 20.8 20.4 20.0 0.1 0.1 0.1 
SMDG1256129+273250 194.0539246 27.5473042 25.6 25.7 24.6 0.3 0.5 0.7  8.6  0.7 0.77 0.05 176  10 20.9 20.2 20.2 0.1 0.9 0.9 
SMDG1256199+280804 194.0827484 28.1344147 24.6 24.1 23.8 0.1 0.1 0.2  5.9  0.2 0.76 0.03  77   5 20.2 20.0 19.7 0.1 0.1 0.1 
SMDG1256228+281955 194.0949860 28.3319645 25.6 25.0  0.0 0.3 0.4 0.0  9.0  0.8 0.58 0.04  43   5 20.8 21.0  0.0 0.1 0.1 0.0 
SMDG1256265+285928 194.1105194 28.9911728 24.6 24.2 23.8 0.1 0.1 0.2  7.8  0.2 0.87 0.03   9   7 19.7 19.4 19.0 0.1 0.1 0.1 
SMDG1256284+273706 194.1183014 27.6184292 24.8 24.2 23.8 0.1 0.1 0.2  7.4  0.3 0.57 0.02  72   2 20.2 20.0 19.5 0.1 0.1 0.1 
SMDG1256297+282640 194.1236572 28.4445782 25.0 24.8 24.1 0.2 0.3 1.4  9.2  0.7 0.40 0.02 126   2 20.8 20.5 22.3 0.1 0.1 1.8 
SMDG1256391+274055 194.1630859 27.6820602 25.8 24.9 24.7 0.6 0.5 0.9  5.5  0.8 0.65 0.08  71  11 21.6 21.6 21.1 0.5 0.1 0.3 
SMDG1256514+271338 194.2139740 27.2273197 26.1 25.7  0.0 0.5 0.6 0.0  8.0  1.2 0.55 0.06  13   8 22.0 21.1  0.0 0.2 0.4 0.0 
SMDG1257017+282325 194.2571564 28.3902493 24.3 23.7 23.3 0.1 0.1 0.1  9.2  0.2 0.76 0.01 130   2 18.9 18.6 18.2 0.1 0.1 0.1 
SMDG1257053+284051 194.2718964 28.6807747 24.1 23.7 23.3 0.1 0.1 0.2  6.0  0.2 0.47 0.01 167   1 20.2 19.9 19.6 0.1 0.1 0.1 
SMDG1257069+262713 194.2786102 26.4536247 24.4 23.8 23.4 0.1 0.1 0.2  5.3  0.1 0.84 0.02  33   5 20.1 19.6 19.3 0.1 0.1 0.1 
SMDG1257113+273405 194.2971954 27.5679569 25.2 24.6 24.3 0.3 0.2 0.5  7.7  0.4 0.45 0.02 115   2 21.3 20.7 20.6 0.1 0.1 0.1 
SMDG1257190+270556 194.3290253 27.0988121 24.9 24.4 24.1 0.1 0.1 0.2  9.5  0.3 0.66 0.02  90   2 19.8 19.4 19.1 0.1 0.1 0.1 
SMDG1257242+262229 194.3507233 26.3748398 25.8 25.0 25.2 0.3 0.3 0.8  6.1  0.6 0.89 0.07  17  27 21.2 21.2 19.8 0.2 0.1 1.6 
SMDG1257243+274343 194.3514557 27.7287159 24.2 23.7 23.3 0.1 0.1 0.2  6.3  0.2 0.55 0.01 100   2 19.7 19.5 19.3 0.1 0.1 0.1 
SMDG1257423+211254 194.4262695 21.2151375 25.6  0.0 25.7 0.6 0.0 1.0 25.9  4.6 0.48 0.06 100   5 20.0  0.0 18.3 0.2 0.0 4.3 
SMDG1257428+264230 194.4281616 26.7083054 24.7 24.2 23.5 0.1 0.1 0.2  5.8  0.2 0.92 0.03 104  13 19.9 19.3 19.2 0.1 0.1 0.1 
SMDG1257446+280907 194.4356537 28.1518478 26.2 25.8 25.0 0.5 0.4 0.6  8.5  1.0 0.64 0.06  16   8 21.7 20.5 20.1 0.1 0.2 1.0 
SMDG1257448+281633 194.4365997 28.2759037 24.8 24.4 23.9 0.2 0.2 0.5  5.5  0.3 0.57 0.03 153   3 21.0 20.9 21.1 0.1 0.1 0.1 
SMDG1257515+274923 194.4645996 27.8231602 24.2 23.6 23.3 0.1 0.1 0.1  6.8  0.2 0.65 0.01  98   2 19.6 19.3 18.9 0.1 0.1 0.1 
SMDG1257534+273202 194.4724274 27.5338726 24.5 24.1 23.6 0.1 0.1 0.2  5.5  0.2 0.95 0.02  40  20 20.1 19.6 19.2 0.1 0.1 0.1 
SMDG1258011+271126 194.5046692 27.1906319 24.4 24.1 23.7 0.1 0.1 0.3  7.9  0.2 0.49 0.01 130   1 19.8 19.7 19.5 0.1 0.1 0.1 
SMDG1258050+274358 194.5208740 27.7328987 25.1 24.7 24.0 0.1 0.2 0.2  9.0  0.4 0.92 0.03  59  13 19.9 19.6 19.0 0.1 0.1 0.1 
SMDG1258104+271911 194.5434875 27.3198071 25.2 24.7 24.1 0.2 0.1 0.2  7.9  0.3 0.72 0.03  31   4 20.2 19.5 19.2 0.1 0.1 0.2 
SMDG1258132+272522 194.5548248 27.4228401 24.4 23.9 23.6 0.1 0.1 0.2  8.2  0.2 0.62 0.01 133   1 19.6 19.1 18.7 0.1 0.1 0.1 
SMDG1258145+272429 194.5603333 27.4079552 24.0 23.4 22.9 0.1 0.1 0.1  6.7  0.1 0.56 0.01  92   1 19.7 19.2 18.8 0.1 0.1 0.1 
SMDG1258164+275330 194.5681610 27.8915939 25.4 24.9 24.1 0.2 0.2 0.2 16.5  0.7 0.42 0.01  75   1 19.8 19.0 19.3 0.1 0.1 0.1 
SMDG1258188+274710 194.5783234 27.7861443 24.9 24.5 24.2 0.2 0.2 0.3  5.8  0.3 0.81 0.04 138   8 20.9 20.4 20.2 0.1 0.1 0.1 
SMDG1258409+285701 194.6703796 28.9502945 24.8 24.5 24.0 0.2 0.2 0.3  6.0  0.3 0.64 0.03 145   3 21.2 20.3 20.2 0.1 0.1 0.1 
SMDG1258445+280410 194.6855927 28.0694199 25.4 24.9 22.7 0.3 0.3 0.3  5.5  0.4 0.54 0.04 114   4 21.5 21.1 20.9 0.1 0.1 0.3 
SMDG1258450+283912 194.6876221 28.6532784 25.7 25.1  0.0 0.3 0.3 0.0  6.2  0.6 0.72 0.06 129  10 20.9 20.4  0.0 0.1 0.1 0.0 
SMDG1258472+280724 194.6967926 28.1233101 24.6 24.1 23.4 0.2 0.2 0.2  5.3  0.2 0.42 0.01   6   2 20.9 20.5 20.2 0.1 0.1 0.1 
SMDG1258513+232924 194.7139435 23.4900284 25.5 25.1 24.4 0.3 0.4 0.5  9.1  0.7 0.86 0.05  19  15 19.8 19.8 19.6 0.4 0.3 0.3 
SMDG1258545+273353 194.7271118 27.5646572 24.0 23.5 23.1 0.1 0.1 0.2  5.4  0.1 0.54 0.01  12   1 20.1 19.8 19.6 0.1 0.1 0.1 
SMDG1259088+275736 194.7866821 27.9599609 24.7 24.2 23.7 0.1 0.1 0.2  6.3  0.2 0.91 0.03 103  12 20.1 19.4 19.1 0.1 0.1 0.1 
SMDG1259106+275415 194.7942352 27.9040794 24.0 23.6 23.2 0.1 0.1 0.1  5.7  0.1 0.67 0.01 114   2 19.9 19.4 19.2 0.1 0.1 0.1 
SMDG1259142+290717 194.8090057 29.1212616 25.0 24.6 24.3 0.2 0.2 0.3  7.0  0.3 0.88 0.03 111  11 20.5 20.0 19.8 0.1 0.1 0.1 
SMDG1259163+281751 194.8180084 28.2974586 24.4 23.9 23.5 0.1 0.1 0.2  5.5  0.1 0.87 0.02  11   6 19.9 19.5 19.3 0.1 0.1 0.1 
SMDG1259295+283013 194.8728333 28.5036831 24.7 24.2 23.9 0.2 0.2 0.4  6.7  0.4 0.56 0.03  67   3 20.5 19.5 19.3 0.1 0.3 0.4 
SMDG1259304+274450 194.8768768 27.7472649 24.4 23.8 23.6 0.1 0.1 0.2  5.8  0.2 0.87 0.02 176   6 19.8 19.4 19.2 0.1 0.1 0.1 
SMDG1259413+273148 194.9221497 27.5300732 24.3 23.8 23.5 0.1 0.1 0.1  7.5  0.2 0.73 0.01 131   2 19.4 19.1 18.8 0.1 0.1 0.1 
SMDG1259487+274639 194.9529114 27.7775307 25.0 24.8 23.9 0.3 0.5 0.8  8.4  0.7 0.55 0.04 157   5 20.5 20.7 19.5 0.1 0.2 1.3 
SMDG1300202+271715 195.0841827 27.2875881 24.5 24.4 24.2 0.1 0.2 0.3  6.2  0.3 0.73 0.03  68   4 20.5 20.0 19.9 0.1 0.1 0.1 
SMDG1300204+274924 195.0848999 27.8232651 24.4 24.0 23.8 0.1 0.1 0.2  5.6  0.2 0.79 0.02 134   4 20.4 19.9 19.8 0.1 0.1 0.1 
SMDG1300206+274712 195.0858002 27.7867775 24.2 23.5 23.2 0.1 0.1 0.2  8.0  0.2 0.66 0.01 177   2 19.3 18.8 18.4 0.1 0.1 0.1 
SMDG1300279+283730 195.1163788 28.6250591 24.5 24.0 23.5 0.1 0.1 0.2  9.1  0.3 0.49 0.01 100   1 19.9 19.4 19.4 0.1 0.1 0.1 
SMDG1300311+270112 195.1296692 27.0200958 25.5 24.7  0.0 0.5 0.4 0.0  5.5  0.7 0.54 0.05 155   6 22.0 21.3  0.0 0.1 0.1 0.0 
SMDG1300473+264700 195.1969910 26.7830601 25.1 24.7 24.1 0.2 0.2 0.3  6.2  0.4 0.67 0.03 134   5 21.1 20.3 19.4 0.1 0.1 0.4 
SMDG1300580+265835 195.2416229 26.9763546 24.5 23.9 23.4 0.1 0.1 0.1 10.2  0.2 0.67 0.01 146   2 19.2 18.6 18.2 0.1 0.1 0.1 
SMDG1301004+210356 195.2516479 21.0656281 24.4 24.0 23.5 0.1 0.1 0.3  6.8  0.2 0.66 0.02 139   3 19.5 19.6 19.6 0.1 0.1 0.1 
SMDG1301046+274440 195.2691345 27.7443562 24.6 24.1 23.9 0.2 0.2 0.5  5.6  0.3 0.92 0.04 139  19 20.2 19.8 19.7 0.1 0.1 0.5 
SMDG1301121+280816 195.3006134 28.1378708 24.2 23.6 23.2 0.1 0.1 0.2  6.4  0.2 0.70 0.02  40   3 19.5 19.3 18.9 0.1 0.1 0.2 
SMDG1301124+274525 195.3016510 27.7570210 24.4 24.0  0.0 0.1 0.1 0.0  7.5  0.3 0.60 0.02   9   2 20.1 19.5  0.0 0.1 0.1 0.0 
SMDG1301158+271238 195.3159943 27.2104836 24.3 23.6 23.3 0.1 0.1 0.1  8.8  0.2 0.58 0.01   9   1 19.3 18.8 18.5 0.1 0.1 0.1 
SMDG1301191+270315 195.3297272 27.0541859 24.9 24.5 24.1 0.3 0.3 0.3  7.0  0.5 0.55 0.03 101   4 20.7 20.4 19.9 0.1 0.1 0.1 
SMDG1301200+282850 195.3334503 28.4804802 24.4 23.7 23.6 0.1 0.1 0.3  5.3  0.2 0.71 0.02  37   3 20.3 19.8 19.7 0.1 0.1 0.1 
SMDG1301301+295120 195.3753815 29.8555450 25.0 24.9 24.1 0.2 0.2 0.4  6.4  0.4 0.53 0.02  11   3 20.9 21.0 20.4 0.1 0.1 0.1 
SMDG1301304+282228 195.3764648 28.3745785 25.1 24.4 24.3 0.2 0.2 0.3  6.4  0.3 0.94 0.04 109  23 20.3 19.9 19.7 0.1 0.1 0.1 
SMDG1301582+275011 195.4926605 27.8364449 24.9 24.3 24.0 0.1 0.1 0.2  9.9  0.3 0.78 0.02 138   4 19.4 18.9 18.9 0.1 0.1 0.1 
SMDG1302019+280407 195.5079346 28.0684776 25.6 25.2  0.0 0.6 0.6 0.0  6.7  1.0 0.57 0.07 151   9 22.0 21.3 21.2 0.3 0.1 2.2 
SMDG1302166+285717 195.5689850 28.9546852 24.5 24.0 23.7 0.1 0.1 0.2  7.7  0.3 0.43 0.01  94   1 20.1 19.4 19.3 0.1 0.1 0.1 
SMDG1302199+274516 195.5829926 27.7544403 24.9 24.5 23.9 0.2 0.2 0.3  5.8  0.3 0.70 0.03  97   5 20.8 20.4 20.3 0.1 0.1 0.1 
SMDG1302280+204900 195.6165009 20.8166656 25.5 25.2 23.9 0.2 0.2 1.0 10.4  0.6 0.59 0.03   0   3 20.4 20.1 20.8 0.1 0.1 1.1 
SMDG1302284+274820 195.6182251 27.8056431 24.6 24.0 23.6 0.1 0.1 0.3  7.1  0.3 0.64 0.02  36   3 20.1 19.4 19.3 0.1 0.1 0.1 
SMDG1302334+283452 195.6391907 28.5810318 25.6 24.8 24.1 0.2 0.2 0.5  7.7  0.5 0.74 0.04  28   7 20.4 19.1 19.2 0.1 0.5 1.2 
SMDG1302425+285235 195.6770935 28.8763332 24.5 24.0 23.8 0.1 0.2 0.3  6.0  0.3 0.87 0.03 141  10 20.0 19.3 19.1 0.1 0.1 0.3 
SMDG1302578+274724 195.7408295 27.7900982 24.9 24.6 24.1 0.2 0.2 0.5  5.3  0.4 0.88 0.05   6  16 20.9 20.0 20.0 0.1 0.1 0.2 
SMDG1302581+300013 195.7421570 30.0034809 24.4 23.9 23.6 0.1 0.1 0.2  5.8  0.2 0.84 0.02 101   6 19.8 19.4 19.2 0.1 0.1 0.1 
SMDG1303196+260351 195.8317108 26.0642147 25.4 24.8 24.0 0.2 0.2 0.4  7.6  0.5 0.65 0.04 156   5 21.0 20.6 20.5 0.1 0.1 0.4 
SMDG1303312+285716 195.8799591 28.9545345 24.1 23.6 23.3 0.1 0.1 0.1  7.8  0.2 0.65 0.01  67   1 19.4 18.9 18.6 0.1 0.1 0.1 
SMDG1303452+282401 195.9383850 28.4004116 24.3 23.9 23.5 0.2 0.2 0.3  5.7  0.3 0.45 0.02 136   2 20.8 20.3 20.0 0.1 0.1 0.2 
SMDG1303551+282120 195.9793854 28.3556137 24.7 24.2 23.9 0.1 0.1 0.3 11.2  0.4 0.76 0.02 159   4 18.9 18.4 19.0 0.1 0.1 0.2 
SMDG1303568+280630 195.9867706 28.1083508 24.1 23.6 23.2 0.1 0.1 0.2  6.0  0.2 0.78 0.02 161   4 19.8 19.3 19.2 0.1 0.1 0.1 
SMDG1304052+274804 196.0216064 27.8012257 25.5 25.1 24.4 0.3 0.4 0.3  6.8  0.5 0.79 0.05  96  10 21.2 20.9 19.8 0.1 0.1 0.2 
SMDG1304208+282747 196.0866547 28.4631233 24.0 23.3 22.9 0.1 0.1 0.1  5.3  0.1 0.61 0.01  57   1 20.0 19.3 19.2 0.1 0.1 0.1 
SMDG1304250+210738 196.1043243 21.1272182 25.7 25.7 25.7 0.4 0.4 0.4  5.5  0.5 0.98 0.09 105 186 20.8 20.9 21.2 0.5 0.2 0.4 
SMDG1304300+260039 196.1250610 26.0108967 24.2 24.0 23.3 0.1 0.2 0.2  5.3  0.2 0.48 0.01 163   2 20.6 20.4 20.4 0.1 0.1 0.1 
SMDG1304401+284718 196.1671753 28.7882824 24.1 23.5 23.3 0.1 0.1 0.2  6.1  0.2 0.61 0.01  51   2 20.0 19.4 19.1 0.1 0.1 0.1 
SMDG1305016+290859 196.2565155 29.1496391 25.0 24.4 23.7 0.2 0.2 0.3  8.6  0.5 0.67 0.03  54   4 19.7 18.5 19.1 0.4 0.7 0.6 
SMDG1305166+292352 196.3191681 29.3976574 24.7 24.4 23.8 0.1 0.2 0.3  7.0  0.3 0.78 0.03  48   6 19.6 19.4 18.7 0.1 0.1 0.7 
SMDG1305332+230421 196.3882904 23.0725422 25.6 24.9 24.5 0.4 0.3 0.7  6.4  0.6 0.70 0.06 175   9 21.4 20.0  0.0 0.1 0.4 0.0 
SMDG1305380+275757 196.4082794 27.9657936 24.4 23.9 23.5 0.1 0.1 0.2  5.3  0.2 0.80 0.02  26   4 20.2 19.7 19.5 0.1 0.1 0.1 
SMDG1306050+273627 196.5206757 27.6074963 25.5 25.4 24.4 0.4 0.6 0.5  6.4  0.7 0.55 0.04  38   6 22.0 22.0  0.0 0.1 0.2 0.0 
SMDG1306048+274803 196.5201569 27.8009243 24.9 24.7 23.9 0.2 0.2 0.4  6.3  0.3 0.60 0.03  72   4 21.0 20.0 20.1 0.1 0.1 0.2 
SMDG1306148+275941 196.5615692 27.9947968 24.4 24.2 24.1 0.1 0.1 0.3  9.4  0.3 0.48 0.01 123   1 19.8 19.5 19.8 0.1 0.1 0.1 
SMDG1306215+271605 196.5894165 27.2681465 24.8 24.3 23.8 0.2 0.2 0.4  5.8  0.3 0.84 0.04 165  10 20.5 20.1 20.2 0.1 0.1 0.1 
SMDG1307184+184326 196.8265686 18.7239819 25.4 25.1 24.3 0.4 0.4 0.7  5.5  0.5 0.60 0.05 120   6 22.2 21.4 20.3 0.2 0.2 1.7 
SMDG1307269+281027 196.8619232 28.1740341 24.8 24.3 23.9 0.1 0.2 0.3  5.3  0.2 0.71 0.03 175   4 20.8 20.3 20.1 0.1 0.1 0.1 
SMDG1307343+282115 196.8929138 28.3541183 25.3 25.0 24.0 0.2 0.4 0.4  7.7  0.5 0.73 0.04  97   6 19.3 16.5 20.4 0.5 2.7 0.2 
SMDG1307463+291231 196.9429932 29.2086582 24.8 24.4 23.9 0.1 0.1 0.2  8.6  0.3 0.77 0.02 172   4 19.8 19.4 18.9 0.1 0.1 0.1 
SMDG1308004+284358 197.0016479 28.7327843 24.2 23.8 23.4 0.1 0.1 0.2  5.7  0.2 0.56 0.01   3   2 20.1 19.8 19.4 0.1 0.1 0.1 
SMDG1308009+292059 197.0036163 29.3497162 24.6 24.6 24.0 0.2 0.3 0.4  5.4  0.4 0.63 0.04 121   5 20.9 20.6 19.6 0.1 0.1 0.3 
SMDG1308288+262558 197.1201019 26.4328213 25.0 24.5 24.1 0.2 0.3 0.4  6.9  0.4 0.71 0.04 128   6 20.6 20.3 20.2 0.1 0.1 0.1 
SMDG1308295+271354 197.1231232 27.2316952 24.1 23.5 23.2 0.1 0.1 0.1  5.6  0.1 0.94 0.02  43  11 19.6 19.2 18.8 0.1 0.1 0.1 
SMDG1308532+270958 197.2217560 27.1660137 24.6 24.2 24.0 0.1 0.2 0.3  6.5  0.3 0.44 0.01  47   2 20.9 20.4 20.0 0.1 0.1 0.1 
SMDG1309116+212955 197.2984161 21.4986172 24.1 23.9 23.9 0.1 0.1 0.3  5.4  0.2 0.78 0.02 154   4 20.1 19.8 19.9 0.1 0.1 0.1 
SMDG1311062+193524 197.7757568 19.5901127  0.0 25.7 24.3 0.0 0.6 0.5  9.5  1.2 0.41 0.04  26   4  0.0 20.7 20.4 0.0 0.3 0.2 
SMDG1311331+314933 197.8880920 31.8258781 25.7 25.5 24.6 0.3 0.3 0.6  6.7  0.6 0.82 0.06 138  14 21.1 21.2 20.9 0.2 0.1 0.7 
SMDG1313188+312452 198.3284454 31.4144573 24.2 24.0 23.9 0.1 0.1 0.2 22.5  0.4 0.77 0.01  95   1 16.2 15.9 16.6 0.2 0.3 0.3 
SMDG1313343+261845 198.3930511 26.3124313 25.3 25.3 25.0 0.7 0.6 0.9  7.6  1.3 0.43 0.05  43   6 22.5 21.3 20.9 0.4 0.1 0.2 
SMDG1314236+303905 198.5981445 30.6513062 24.8 24.7 23.4 0.2 0.3 0.5  5.3  0.4 0.56 0.03  74   4 20.9 20.4 20.0 0.1 0.1 0.6 
SMDG1315427+311847 198.9277344 31.3130016 24.1 23.9 23.5 0.1 0.1 0.2  9.6  0.2 0.70 0.01  98   2 18.4 18.4 18.4 0.1 0.1 0.1 
SMDG1317006+203523 199.2525940 20.5896263 24.6 24.3 23.6 0.1 0.1 0.2  8.3  0.5 0.41 0.02  26   2 16.4 19.5 17.1 0.4 0.1 0.7 
SMDG1317069+202215 199.2786255 20.3709316 25.8 25.4 25.1 0.3 0.3 1.2  7.7  0.7 0.76 0.05 106  10 21.0 20.6 21.3 0.1 0.2 0.9 
SMDG1318481+305438 199.7002106 30.9106274 24.5 24.2 23.8 0.2 0.3 0.4  5.3  0.4 0.49 0.03   0   3 21.0 20.1 19.7 0.1 0.2 0.2 
SMDG1320482+314821 200.2009735 31.8059578 24.2 24.1 24.1 0.1 0.1 0.3  5.9  0.2 0.80 0.02  75   5 19.9 19.7 19.8 0.1 0.1 0.1 
SMDG1321358+270853 200.3991852 27.1481037 24.4 24.2 24.2 0.2 0.2 0.4  5.6  0.3 0.42 0.02  57   2 21.0 20.9 20.2 0.1 0.1 0.1 
SMDG1321441+330703 200.4339294 33.1174240 25.2 24.8 24.5 0.5 0.5 0.9  6.9  1.0 0.58 0.06 118   8 20.2 20.8 21.0 0.5 0.2 0.3 
SMDG1322453+311051 200.6886139 31.1808167 24.5 24.0 23.4 0.2 0.2 0.6  5.3  0.3 0.37 0.02 156   2 21.1 21.0 20.9 0.1 0.1 0.1 
SMDG1322564+314806 200.7350159 31.8015614 25.2 24.6 23.9 0.3 0.2 0.4 25.7  1.6 0.42 0.02  74   1 19.0 18.6 17.5 0.1 0.1 0.2 
SMDG1323250+325252 200.8541870 32.8810463 24.8 24.3 24.0 0.1 0.2 0.3  7.8  0.3 0.63 0.02 170   3 20.4 19.9 19.4 0.1 0.1 0.1 
SMDG1324014+314457 201.0056305 31.7492981  0.0 24.0 23.9 0.0 0.3 0.5  5.7  0.5 0.58 0.04  39   5  0.0 20.2 19.9 0.0 0.2 0.1 
SMDG1324428+242336 201.1784058 24.3932056 24.4 23.9 23.4 0.1 0.2 0.2  5.4  0.2 0.71 0.02  32   3 20.5 19.9 19.6 0.1 0.1 0.1 
SMDG1325468+320152 201.4449310 32.0311012 25.4 24.9 24.3 0.3 0.3 0.5  5.8  0.4 0.78 0.05 135  10 21.1 20.8 20.3 0.1 0.1 0.2 
SMDG1328427+250721 202.1779785 25.1224976 24.8 24.8 24.5 0.2 0.2 0.4  7.2  0.4 0.52 0.02  61   3 20.6 20.2 20.2 0.1 0.1 0.2 
SMDG1330500+324455 202.7084503 32.7486649 24.8 24.3 24.1 0.2 0.2 0.4  8.2  0.4 0.57 0.02  42   3 20.2 19.7 19.5 0.1 0.1 0.1 
SMDG1332244+313331 203.1016083 31.5584793 25.3 24.7 21.0 0.3 0.3 0.2  5.8  0.4 0.55 0.04  60   4 21.3 21.0 20.1 0.1 0.1 0.2 
SMDG1332426+254046 203.1774597 25.6794758 24.7 24.3 23.9 0.2 0.2 0.4  6.5  0.4 0.37 0.02  85   2 21.0 20.6 20.1 0.1 0.1 0.1 
SMDG1332593+314824 203.2471466 31.8067684 25.2 24.9 24.2 0.2 0.3 0.9  6.6  0.5 0.63 0.04  59   5 20.8 20.4 21.0 0.1 0.2 0.6 
SMDG1333170+281432 203.3208313 28.2421188 24.1 24.0 24.1 0.1 0.1 0.4  5.9  0.2 0.85 0.02 113   6 19.9 19.8 19.8 0.1 0.1 0.2 
SMDG1335316+322827 203.8818665 32.4742241 25.2 24.9 24.6 0.2 0.2 0.4  6.9  0.4 0.54 0.03  71   3 21.3 20.5 20.3 0.1 0.1 0.1 
SMDG1335454+281226 203.9390106 28.2072258 24.6 24.4 24.1 0.1 0.3 0.6  5.7  0.3 0.75 0.04  94   6 20.5 20.7 20.6 0.1 0.1 0.2 
SMDG1336045+325812 204.0189056 32.9700165 24.8 24.1 24.5 0.2 0.4 3.4  5.7  0.5 0.51 0.03 175   4 20.9 20.8  0.0 0.1 0.1 0.0 
SMDG1337569+242736 204.4870148 24.4598789 24.8 24.1 24.1 0.3 0.3 0.3  7.4  0.5 0.48 0.03  98   3 20.6 20.5 19.9 0.3 0.1 0.1 
SMDG1340311+282700 205.1296997 28.4497452 24.5 24.1 24.1 0.1 0.1 0.3  6.9  0.3 0.56 0.02 114   2 20.4 20.2 19.8 0.1 0.1 0.1 
SMDG1340388+255453 205.1617889 25.9147434 24.5 24.0 23.5 0.1 0.2 0.2  5.4  0.2 0.68 0.02   9   3 20.2 19.9 19.6 0.1 0.1 0.2 
SMDG1341239+300635 205.3493958 30.1096439 26.1 25.3 24.5 0.4 0.4 0.6  8.1  0.8 0.51 0.04  69   5 19.8 21.2 20.5 1.3 0.1 0.4 
SMDG1342047+295238 205.5196533 29.8771667 25.3 24.3 23.9 0.2 0.1 0.2 12.9  0.4 0.72 0.02 134   3 19.6 18.7 18.4 0.1 0.1 0.1 
SMDG1342295+293818 205.6230774 29.6384277 24.9 24.3 23.8 0.2 0.2 0.3  5.5  0.3 0.73 0.03  22   6 20.5 20.2 19.9 0.1 0.1 0.1 
